RCP_TTL,CKG_NM,CKG_MTRL_CN
혼밥메뉴로 좋은 스팸김치볶음밥 만드는법  메추리알이 포인트!,스팸김치볶음밥,"대파 흰부분  것,식용유  스팸 작은통,비엔나소세지,김치 쪽,김치국물 ,참치액,생강청이나 올리고당, 치즈,계란"
생각보다 쉬운 고사리나물볶음,고사리나물볶음,"고사리,대파  것, 마늘,다시 물이나 멸치육수,국간장,참치 액,들기름,깨"
[해외자취Cook.feel通]145. 파마산 불닭볶음밥 레시피 ,불닭볶음밥,"닭 양배추,계란,김가루,볶은깨,소금,후추,밥"
수미네 반찬 소꼬리찜 ,소꼬리찜,"찜용 소꼬리,살치살,물,월계수,마늘,대파,간장,청주,매실청,올리고당,참기름,후추,마늘,대파 흰부분 대,육수,생밤,대파 대"
불고기전골,불고기전골,"소불고기,양파,양배추,버섯,가지,야채,불린당면,통마늘,표고버섯가루,다시마가루,진간장,국간장"
꽃게탕,꽃게탕,"냉동절단꽃게,무,대파,양파,홍청양고추,다시마육수  된장,마늘,고추가루,참치액,가는 소금,후추"
제철맞은 쭈꾸미 볶음,쭈꾸미볶음,"쭈꾸미,대파,당근,양파,청양고추  고추장,고추가루,간장,간마늘,설탕,올리고당,후추,맛술,참기름  마지막에"
배 아플때 먹는 흰죽 끓이는 법 쌀 종이컵 한컵 물양은,흰죽,"불린쌀,물,간장,들기름,참기름"
제철수산물 고등어로 만드는 고갈비,고갈비,"자반 고등어,대파  대 고춧가루,고추장,간장,물엿,설탕,맛술, 마늘,후추,참기름"
#치킨마크니커리 #게살뿌팟퐁커리 #매운커리 #커리에 찍어 먹는 난이 아닌 또띠아구이!!,치킨마크니커리,"또띠아,치킨마크니커리,게살뿌팟퐁커리,매운 카레 ,라조장,연유 살짝,칠리소스"
똥손도 맛&데코 성공 보장! 삼색소보로덮밥 + 초간단 데리야끼소스 레시피 (TIP! 촉촉한 스크램블에그 성공하는 법,삼색소보로덮밥,"소고기불고기용,달걀,오이  간장,설탕,마늘,생강즙,매실액,소금,설탕,식초"
라이스페이퍼 오징어튀김 / 라이스페이퍼롤 버섯튀김,오징어튀김,"오징어,박력분,소금,후추,레몬  파슬리가루"
쇠고기미역국,쇠고기미역국,"미역,쇠고기 양지머리  마늘,소금,참기름 수저,물"
볶음고추장 & 비빔밥/ 비빔밥 나물  비빔밥 양념장 만들기!,비빔밥,"애호박,당근,숙주,무,가지 ,소고기 다짐육  고추장,매실청,올리고당,참기름,깨"
NO14 굴 미역국,굴미역국,"미역,굴,마늘,썬파,참기름,국간장"
 참치김밥  고추참치 김밥 만들기,참치김밥,"김밥김,오이,당근,시금치 단, 햄,우엉,어묵,맛살,달걀 알,참치 캔,마요네즈,깻잎"
김치 떡국떡 두부 볶음 ,두부볶음,"두부,브로컬리 그램,양파,파, 햄프씨드,참기름,밀가루 ,식용유  이상,오렌지소스  오렌지,양조간장,맛술,꿀,생강가루,전분,물"
초간단 햄볶음밥~*,햄볶음밥,"햄,대파,당근,달걀,식용유,진간장,굴소스,참기름,깨소금깨,후추,밥 또는 햇반"
똥손도 맛&데코 성공 보장! 삼색소보로덮밥 + 초간단 데리야끼소스 레시피 (TIP! 촉촉한 스크램블에그 성공하는 법,삼색소보로덮밥,"소고기,오이,달걀  설탕,소금,우유,맛술,간장,마늘,파,설탕,후추,깨,참기름,맛술,소금,식초,설탕,소금"
사골과 떡으로 속도 든든 영양도 가득 사골 떡만두국,사골떡만두국,"떡,계란,미역,사골육수,만두,간마늘,파,간장,후추 꼬집,소금"
김치국물로 부침개 만들기,부침개,"영양부추 단,당근,양파 쪽,깻잎,호박 쪽,홍고추,청양고추,오징어,부침가루밀가루,물,기름"
명절음식 동그랑땡 만드는법 실패율 제로,동그랑땡,"돼지고기,양파 중간 것,당근,두부  꽈리고추  홍고추,계란,밀가루,소금 꼬집,식용유 참치 액, 마늘,청주,후추"
초간단 홈메이드 닭꼬치 ,닭꼬치,"닭,대파 흰대 대,떡,우유  허브솔트,오일 올리고당,맛술,진간장,청양고춧가루,고추장,굴소스,케첩,후추"
새우 떡갈비 ,새우떡갈비,"필요한 재료는 본문내용에서,확인하실 수 있습니다!"
뜨끈한 국물요리 오징어무국 황금레시피,오징어무국,"무,오징어,매운고추,파,멸치다시백,소금,물  고춧가루,간장,액젓,마늘,후추,맛술"
【냉장고 털어서】주말별미로 집에서 간단 샤브샤브 만들기~~,샤브샤브,"업진살 소고기,숙주 ,청경채 ,배추 ,국수장국가쓰오"
깐풍기,깐풍기,"닭,녹말가루,포도씨유  간장,생강가루 꼬집,후추,카레가루  간장,식초,설탕,물,마늘 쪽,대파,붉은고추,청양고추,소금,후추,[녹말물],녹말,물"
나들이용 김치김밥,김치김밥,"김치, 김 참기름,소금"
수미네반찬 냉이된장국 만드는법 그래  이 맛이야~,냉이된장국,"냉이,쌀뜨물,된장,멸치가루육수용멸치,마늘,대파,두부"
[사모님표추어탕] 메이드 인 코리아 토종 미꾸라지로 함께 끓여봅시다♥?,추어탕,"자연산논미꾸라지,가을 풋배추 단,대파,마늘 쪽,풋고추,청양고추,홍고추  된장,국간장,제피가루  파,된장,간장"
떠먹는 떡피자  아이간식으로도 맥주안주로도 으뜸! 떡국떡활용법,떡피자,"떡국떡 ,토마토소스, 모짜렐라치즈,파마산치즈,파슬리 꼬집"
아보카도 장조림 비빔밥,아보카도비빔밥,"아보카도,조미김,계란후라이,밥  참기름"
카레볶음밥,카레볶음밥,"감자,양파,스팸 통,당근, 카레가루"
난자완스,난자완스,"돼지고기,죽순,청경채,당근,양파,버섯,육수,계란,녹말가루 소금,후추,마늘"
냉장고를 부탁해  홍석천의 '입이 떡~갈비' 레시피!,떡갈비,"간 소고기, 돼지고기, 양파, 당근,파,마늘, 닝빵,로메인,치즈 간장,굴소스,전분,마요네즈,머스타드"
완전쉬운 양념치킨 소스만들기+치킨너겟,치킨너겟,"닭,밀가루,물,식용유 카레가루,소금 꼬집,후추 꼬집"
맛있게 찹찹! 찹스테이크,찹스테이크,"소고기,청피망,파프리카,양파,버터,마늘,소금,후추,올리브유 스테이크소스,굴소스,케첩,올리고당"
적양파껍질닭백숙,닭백숙,"닭,마늘 알,대추,찹쌀   양파,다 진파, 적양배추,마른표고버섯, 샐러리"
카레라이스:식용유에 볶지않으면 큰일 날까,카레라이스,"감자,양파, 돼지고기,코코넛밀크 통,물  카레가루,강황가루,맛술,포도씨유"
가스불 없이 시금치 데치는 방법(feat.전자렌지),시금치,"시금치 그램,고기 그램,양파,당근,파  고추장,간장,물,설탕,마늘"
근대된장국 구수하게 끓이는법,근대된장국,"근대 단,대파,청양고추  된장,다시마,멸치가루,고추가루,마늘"
밥솥 양념치킨(치느님으로 코로나 극복!),양념치킨,"에어프라이어용 치킨, 닭,고춧기름,맛술,마늘,물엿"
자꾸만 손이가는 달콤한 닭강정,닭강정,"닭,소주,소금,튀김가루,물 또는 맥주,식용유 ,깨소금  고추장,고운고추가루,케첩,굴소스,간장,맛술,마늘,올리고당,꿀"
가을 근대 - 근대 된장국,근대된장국,"근대,된장,물,다시 멸치,쪽 파, 마늘"
얼큰하면서도 깔끔한국물이 좋은 동태탕!,동태탕,"동태 한,바지락조,미더덕,콩나물,썰어놓은 무,두부,대파,미나리,쑥갓,홍고추,있으면 버섯  청주,소주,편생강 쪽,소금 꼬집 물,대파 한 대,양파,썰어놓은 무,볶은 멸치,다시마 국간장,고춧가루,맛술,액젓,된장, 마늘,후추,육수"
두부로만 심심하다면 카레가루도 가치~ 카레두부부침,카레두부부침,"두부,카레가루,달걀,튀김가루,부침가루,소금 꼬집"
꼬막비빔밥만드는법 꼬막삶는법 With 꼬막무침 꼬막양념장만들기,꼬막비빔밥,"자숙새 꼬막살,오이,살뜨물  진간장,맛술,매실액,올리고당,참기름,간마늘,채썬대파,청양고추,고춧가루,깨소금"
[도미] 겉은 바삭  속은 부드러운 도미살로 만든 도미탕수,도미탕수,"도미,후추,청주,마늘,생강가루,소금,간장,매실청,식초,설탕,파프리카,오이,양파,대파,녹말,계란흰자,물"
캐릭터 카레덮밥 황금레시피,카레덮밥,"카레 , 돼지고기,감자,양파,당근,마늘,파프리카 ,물 ,식용유,후추"
[비름나물무침] 간단한 나물요리 비름나물 된장무침 만들기 -양싸,비름나물된장무침,"비름나물,대파,천일염  된장, 마늘,깨소금,들기름"
수제 소세지로 만든 김밥,소세지김밥,"프라임 꼬치구이 프랑크소시지,김밥김,치즈, 소금,깨,참기름"
초간단 일본식 계란 덮밥  텐신항  텐신동,계란덮밥," 달걀,크래미,대파,깨  물,간장,굴 소스,설탕,맛술,식초,전분 물 물  : 전분가루"
아삭아삭 짭조름 한 배추전 만들기,배추전,"튀김가루  또는,부침가루,들기름,식용유,알배추,식초 간장,마요네즈,고추냉이"
LA갈비재는법,LA갈비,"갈비,간장,마늘,생강,생강술,황설탕,대파,청주,맛술,양파,배즙,파인애플,올리고당"
다이어터와 베지테리언을 위한 ; 두부스테이크 & 청경채볶음,두부스테이크,"두부,양파,대파,전분 ,계란  소금,후추,식용유"
제철 쭈꾸미요리  시원한 쭈꾸미 샤브샤브 만들기,쭈꾸미샤브샤브,"쭈꾸미,미나리,느타리버섯,팽이버섯,송이버섯,표고버섯,알배기배추 통,청경채,멸치다시마육수 냄비 간장,식초,설탕,겨자소스"
봄소풍도시락 참치김밥 ,참치김밥,"당근,어묵,계란,김치,참치 캔,청량고추,단무지,쌀 참기름,깨,소금,김"
매콤해서 더욱 별미인 매운 잡채 덮밥!,잡채덮밥,"당면 원 동전 사이즈의 묶음,양배추 장,맛타리버섯,파프리카,숙주  고추장,고춧가루,간장,청주,굴소스,참기름,마늘,고추,파,올리고당"
버섯불고기전골,버섯불고기전골,"소고기,표고버섯,새송이버섯,애느타리버섯,팽이버섯,양파,대파,청경채,무,당근,미나리,당면 취향껏"
설날음식 소고기뭇국,소고기뭇국,"무,소고기,대파,참기름,국간장,마늘  물,다시마 ,멸치"
오늘은 내가 요리사!!! 육회고기 사서 육회무침 만들어 먹었어요:),육회,"육회용 고기,배,달걀 노른자  간장,매실청,조청,마늘,후추 번톡,참기름"
내맘대로 샤브샤브,샤브샤브,"알배추,버섯,애호박,숙주,쑥갓,어묵,소고기,면사리 물 리터,다시팩,다시멸치,양파,대파,건표고,국간장,쯔유,소금,마늘,후추  물,깨,된장,땅콩버터,매실청,올리고당,후추  레몬청,간장,맛술,식초,마늘,물"
질리지 않고 느끼함 없는 마늘  갈릭치킨(닭날개튀김),갈릭치킨,"닭,우유,후추  마늘 알,마늘가루,청양고추,미림,식초,올리브유,올리고당,소금,후추"
에어프라이어표 보들보들 돈까스덮밥 ★,돈까스덮밥,"시판 돈까스,달걀,양파  쯔유"
봄향기 듬뿍  쑥전,쑥전,"쑥,바지락살,우렁살,애호박,양파,계란,홍고추,부침가루  물 반,소금,후추,식용류 "
등갈비 김치찜,등갈비김치찜,"등갈비,김치,양파,청양고추,홍고추,대파,마늘,월계수잎,소주  김치국물 ,고추장,고추가루,물,마늘,국거리멸치"
<찌망 레시피> 꽁치캔으로 간단한 꽁치조림 ; ),꽁치조림,"꽁치통조림 캔,꽈리고추,청고추,홍 고추,생강,깨  간장,물,맛술,설탕,식용유"
칼칼한 오징어국 끓이기,오징어국,"오징어,멸치 육수,고춧가루 수저,맛간장 수저,마늘,소금"
깻잎향이 좋은 닭도리탕 맛나게 끓이기,닭도리탕,"닭,감자 중,양파,당근,대파,땡초,홍초,사과 거  물 대접,고추장,간장,고추가루,마늘,매실액기스,설탕,생강가루,맛술,후추,굴소스"
비름나물밥~비름나물로도 맛있는 나물밥을 만들수 있어요~!~,비름나물밥,"비름나물,쌀,물,천일염  간장,깨,청양고추,고추가루,참기름"
반응 UP~~시원하고 구수한 봄동된장국.뒤짚힌 속도 싹 가라앉혀 줍니다.,봄동된장국,"봄동,대파 다시멸치  된장,마늘,액젓"
냉이 된장국,냉이된장국,"냉이 웅큼,된장,마늘,버섯가루,두부,쌀뜨물"
전복 미역국- 담백하고 깊은 맛~전복 미역국,전복미역국,"미역,전복, 마늘,참기름,국간장,새우젓,물  굴비,튀김가루,식용유 전복,간장,물,꿀,참기름,깨,홍고추,청고추,쪽파"
인기메뉴 백종원 도토리묵 무침    양념장 황금레시피,도토리묵무침,"도토리묵,부추 작게것,당근 작게것 진간장,참치액,마늘,올리고당,참기름,깨"
#야채참치캔으로 만드는 야채참치죽만들기,야채참치죽,"당근,애호박,참치 캔,물, 김가루  국간장,참기름"
청경채 볶음만들기,청경채볶음,"청경채,올리브유,홍게맛장 또는 진간장,굴소스,꿀 또는 물엿 크러쉬드레드페퍼,깨"
초간단 밥 버거 만들기,밥버거,"층 치즈,김치,무말랭이,달걀,감자,대파 줄,베이컨 줄,새우  돈가스소스,케찹,굴소스,올리고당,물"
반찬없을때 최고 야채볶음밥,야채볶음밥," 표고버섯,감자,당근,양파,호박"
치즈가래떡,치즈가래떡,"가래떡,치즈"
소고기 떡국 끓이기,소고기떡국,"소고기 다짐육,참기름,국간장,물,떡국떡,대파,후추"
밥 샌드위치,밥샌드위치,"김밥용김,치즈,소세지,양배추,깻잎,오삼불고기,단무지 쪽, 참기름,깨,소금"
어묵 김밥..,어묵김밥,"계란,소금,당근,소금,식용유,구운 김밥김,깻잎,단무지,밥  참기름,소금,깨  사각어묵,식용유,고추가루,간장,청주,매실청,올리고당,참기름  청경채,물,소금,국간장,참기름,갈은깨"
충무꼬지김밥,충무김밥,"김밥김,오징어,어묵,무,밥  참기름,깨소금,소금  소금,설탕,식초  고춧가루,마늘,액젓,설탕,매실액,소금  고춧가루,멸치액젓,간장,마늘,파,설탕,물엿,매실액,소금,참기름,깨소금"
< 반찬> 돼지고기 콩나물찜,돼지고기콩나물찜,"돼지고기,콩나물,대파,다시마물  청양고추  간장,청주,마늘,후추  설탕,고춧가루,간장,맛술,마늘,생강,된장,물엿,후추"
리얼 삼겹살김밥,삼겹살김밥,"청양고추,마늘 쪽,단무지 줄,우엉 줄,어묵,삼겹살 줄, 김,참기름,소금,식용유,깨,후추,쌈장,깻잎,달걀,마요네즈"
추운 날씨에 몸을 녹여줄 뜨끈한 닭곰탕(김진옥요리가좋다),닭곰탕,"닭,숙주,대파,양파,마늘,무"
해장에는 역시 국밥 - 순대 국밥 만들기 10분이면 오케이~,순대국밥,"순대, 돼지고기,사골육수,대파,깻잎,콩나물,물,소금,후추 고춧가루,맛술,멸치액젓,마늘,사골육수"
국물 자박하게 만든 매운 닭조림,닭조림,"닭,우유,포도씨유,견과류 간장 수저,설탕 수저,매실액 수저,굴소스 수저,맛술 수저,물 수저,생강, 후추"
고등어조림 황금레시피 따라잡기,고등어조림,"고등어,청양고추,대파,양파,무,물,[양념장],간장,고춧가루,고추장,마늘,물엿,청주,매실액,참기름,생강가루"
돼지갈비찜~,돼지갈비찜,"돼지갈비,양파,배즙,진간장,설탕,간마늘,매실청"
 달콤하고 부드러운 늙은호박전 아이들 간식으로 좋아요,늙은호박전,"늙은호박,소금,부침가루,설탕"
시금치된장국 끓이기,시금치된장국,"시금치 단,된장,고추장,양파,대파,청홍고추,멸치다시마육수 "
간단하게 만든 주먹밥 황금레시피(집  바베큐파티에 적합한 상추 주먹밥),상추주먹밥,"상추, 참기름,후라가께,고추참치 캔"
